empresa,area_departamento,antiguedad_anios,posicionamiento_salarial,evaluacion_global,movilidad_funcional_sn,tipo_contrato,rotacion_voluntaria,tramo_antiguedad
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,18.84,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,Más de 15 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,18.84,Por encima del máximo de la banda,Sin Evaluación,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,18.58,Por encima del máximo de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,18.33,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,18.21,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,18.0,Entre el punto mínimo y el punto medio de la banda,1,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.97,Por encima del máximo de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.97,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.91,Por encima del máximo de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.85,Por debajo del mínimo de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.83,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.83,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.75,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,17.4,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,16.95,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,16.48,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.98,Por debajo del mínimo de la banda,Sin Evaluación,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.91,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,Sí,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.67,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.57,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.5,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.45,Por debajo del mínimo de la banda,3,No,Fijo,0,Más de 15 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,15.37,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,Más de 15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.97,Por debajo del mínimo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.93,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.86,Entre el medio y el punto máximo de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.85,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.82,Por encima del máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.8,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.72,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.68,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.58,Por encima del máximo de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.5,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.5,Por encima del máximo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.3,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.16,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.15,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.08,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,14.02,Por encima del máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.98,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.97,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.85,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.82,Por debajo del mínimo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.79,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,13.57,Entre el medio y el punto máximo de la banda,5,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.55,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,13.04,Entre el medio y el punto máximo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.91,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.88,Por debajo del mínimo de la banda,3,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.87,Por debajo del mínimo de la banda,3,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.84,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.67,Entre el medio y el punto máximo de la banda,5,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.58,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.57,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.56,Entre el punto mínimo y el punto medio de la banda,5,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.52,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.5,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.26,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.11,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.08,Por encima del máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.08,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.04,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,12.0,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,12.0,Por debajo del mínimo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.96,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.79,Por debajo del mínimo de la banda,4,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.75,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.73,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.65,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.64,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,11.51,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.74,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.58,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.56,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.53,Por debajo del mínimo de la banda,2,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.39,Por debajo del mínimo de la banda,2,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,10.32,Entre el medio y el punto máximo de la banda,4,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.3,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.28,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.23,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.22,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.19,Por debajo del mínimo de la banda,2,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,10.03,Entre el medio y el punto máximo de la banda,4,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,9.98,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,9.88,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,9.55,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,9.52,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,9.47,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,9.42,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,9.25,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,9.16,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,8.88,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,8.82,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,8.76,Por debajo del mínimo de la banda,Sin Evaluación,Sí,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,8.55,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,8.5,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,8.45,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,8.18,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,1,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,8.05,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,8.03,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,7.91,Por encima del máximo de la banda,2,No,Fijo,0,8-15 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.82,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.75,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.74,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.55,Por debajo del mínimo de la banda,3,Sí,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,7.55,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.48,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.4,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,7.38,Por debajo del mínimo de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.33,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.27,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.2,Por debajo del mínimo de la banda,4,Sí,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.17,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,7.15,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,7.11,Por debajo del mínimo de la banda,3,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,7.01,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,8-15 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,6.96,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,6.78,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.56,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.36,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,6.35,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,6.35,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.31,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.29,Por debajo del mínimo de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.29,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.29,Por debajo del mínimo de la banda,5,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.29,Por debajo del mínimo de la banda,4,Sí,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,6.17,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.06,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.02,Por debajo del mínimo de la banda,3,No,Fijo,1,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,5.82,Por debajo del mínimo de la banda,3,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.75,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.47,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,5.18,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.06,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.95,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.95,Por debajo del mínimo de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.58,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.58,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.54,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.54,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.38,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.38,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.35,Por debajo del mínimo de la banda,3,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.33,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.3,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.22,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.05,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.04,Por debajo del mínimo de la banda,4,Sí,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.04,Por encima del máximo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.04,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.95,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.85,Por debajo del mínimo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el medio y el punto máximo de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,1,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.75,Por debajo del mínimo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.58,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,4-7 años
