Umbral usado,Accuracy,Precisión,Sensibilidad / Recall,Especificidad,F1-score,AUC ROC,Verdaderos negativos,Falsos positivos,Falsos negativos,Verdaderos positivos
0.6,0.8454545454545455,0.7105263157894737,0.8181818181818182,0.8571428571428571,0.7605633802816901,0.9090909090909091,66,11,6,27
